1403638522777829376,0.02457,0.07830,0.30867,-0.04794,0.82312,0.01775,0.56557,0.07597,0.01456,0.45531,
1403638522877829632,0.04019,0.06595,0.35489,-0.06154,0.81727,0.01860,0.57265,0.06244,-0.00338,0.46639,
1403638522977829376,0.04922,0.05514,0.39167,-0.07038,0.81191,0.01509,0.57933,0.03387,-0.04434,0.39227,
1403638523077829632,0.05398,0.04500,0.41446,-0.07158,0.80920,0.01423,0.58298,0.01980,-0.04277,0.22540,
1403638523177829632,0.05375,0.04045,0.43286,-0.07078,0.80809,0.01464,0.58461,-0.01678,-0.06319,0.01836,
1403638523277829376,0.05349,0.03381,0.43109,-0.06139,0.80566,0.01452,0.58901,-0.00234,-0.07385,-0.23217,
1403638523377829632,0.05397,0.03157,0.41050,-0.05670,0.80458,0.01355,0.59098,-0.00026,-0.05167,-0.40763,
1403638523477829376,0.05138,0.02549,0.37036,-0.05208,0.80821,0.01615,0.58636,-0.03125,-0.06895,-0.49030,
1403638523577829632,0.04518,0.01824,0.32092,-0.04522,0.81740,0.02049,0.57393,-0.04852,-0.07075,-0.51721,
1403638523677829632,0.03992,0.01189,0.26950,-0.03839,0.82679,0.02342,0.56071,-0.05579,-0.06791,-0.50411,
1403638523777829376,0.03422,0.00609,0.22110,-0.03485,0.83136,0.02637,0.55401,-0.06040,-0.05229,-0.47139,
1403638523877829632,0.02782,0.00136,0.17702,-0.03160,0.83196,0.02931,0.55316,-0.07327,-0.05553,-0.40404,
1403638523977829376,0.02089,-0.00248,0.14344,-0.02241,0.83201,0.03540,0.55318,-0.05866,-0.02147,-0.26566,
1403638524077829632,0.01880,-0.00275,0.12935,-0.01515,0.83512,0.04374,0.54811,-0.01952,0.00794,-0.01966,
1403638524177829632,0.01916,-0.00215,0.14164,-0.01566,0.83962,0.04860,0.54077,0.01324,0.01991,0.26384,
1403638524277829376,0.02091,-0.00768,0.18166,-0.02222,0.84060,0.04976,0.53891,0.04957,0.00219,0.47479,
1403638524377829632,0.02680,-0.00830,0.23712,-0.03149,0.83790,0.04808,0.54280,0.07747,0.00792,0.56653,
1403638524477829376,0.03115,-0.00907,0.29915,-0.03844,0.83126,0.04627,0.55262,0.08664,0.01204,0.60095,
1403638524577829632,0.03889,-0.00705,0.35955,-0.04145,0.82240,0.04489,0.56562,0.09801,0.02712,0.57164,
1403638524677829632,0.04828,-0.00474,0.41351,-0.03723,0.81594,0.03933,0.57560,0.09473,0.04411,0.46926,
1403638524777829376,0.05597,-0.00115,0.45379,-0.02444,0.81210,0.03420,0.58200,0.06976,0.04071,0.32258,
1403638524877829632,0.05975,0.00400,0.48011,-0.02056,0.81057,0.03142,0.58444,0.05641,0.05270,0.18163,
1403638524977829376,0.06114,0.00734,0.49000,-0.02698,0.80905,0.03364,0.58615,0.01247,0.02664,-0.01441,
1403638525077829632,0.06330,0.00949,0.47693,-0.02473,0.80641,0.03713,0.58968,0.01964,0.01823,-0.24707,
1403638525177829632,0.06600,0.01064,0.44394,-0.02249,0.80501,0.04176,0.59136,0.01414,0.01266,-0.42302,
1403638525277829376,0.06338,0.00934,0.40012,-0.02270,0.80770,0.04678,0.58730,-0.01085,0.00702,-0.52217,
1403638525377829632,0.06070,0.00957,0.34611,-0.02528,0.81658,0.05170,0.57436,-0.03631,0.01832,-0.55606,
1403638525477829376,0.05456,0.01164,0.29191,-0.03375,0.82876,0.05350,0.55601,-0.04908,0.02681,-0.51762,
1403638525577829632,0.04628,0.01065,0.24534,-0.04012,0.83777,0.05302,0.54196,-0.04849,0.00679,-0.44971,
1403638525677829632,0.04063,0.00910,0.20638,-0.04110,0.84069,0.05001,0.53764,-0.02967,0.00141,-0.35807,
1403638525777829376,0.03880,0.00858,0.17619,-0.03824,0.83916,0.04413,0.54074,-0.02308,0.00736,-0.26885,
1403638525877829632,0.03592,0.01118,0.15333,-0.03097,0.83555,0.03965,0.54711,-0.03073,-0.01760,-0.17302,
1403638525977829376,0.03438,0.00557,0.14197,-0.02242,0.83425,0.03842,0.54960,-0.04750,-0.11714,-0.06749,
1403638526077829632,0.03302,-0.01464,0.14056,-0.01813,0.83591,0.03635,0.54736,-0.03612,-0.23534,0.01853,
1403638526177829632,0.03476,-0.04706,0.15376,-0.01654,0.83846,0.02743,0.54402,-0.03474,-0.32442,0.10851,
1403638526277829376,0.03053,-0.07893,0.16633,-0.01284,0.83754,0.01823,0.54592,-0.04816,-0.37408,0.14145,
1403638526377829632,0.02447,-0.11812,0.17946,-0.01049,0.83337,0.00962,0.55253,-0.07587,-0.42223,0.13627,
1403638526477829376,0.01502,-0.16371,0.19082,-0.00929,0.82821,-0.00133,0.56034,-0.09234,-0.46839,0.10044,
1403638526577829632,0.00407,-0.21339,0.19930,-0.00790,0.82282,-0.01237,0.56812,-0.10588,-0.54012,0.07056,
1403638526677829632,-0.00914,-0.27083,0.20608,-0.00346,0.81762,-0.02074,0.57538,-0.13319,-0.60114,0.05500,
1403638526777829376,-0.02458,-0.33455,0.21139,0.00498,0.81451,-0.02618,0.57953,-0.15251,-0.64639,0.03805,
1403638526877829632,-0.04136,-0.39908,0.21481,0.01296,0.81376,-0.02937,0.58032,-0.16707,-0.61860,0.02621,
1403638526977829376,-0.05918,-0.46060,0.21759,0.01724,0.81680,-0.03573,0.57555,-0.15750,-0.58150,0.02341,
1403638527077829632,-0.07343,-0.51822,0.22003,0.02492,0.82123,-0.04884,0.56795,-0.13436,-0.53129,0.04044,
1403638527177829632,-0.08557,-0.57162,0.22454,0.03271,0.82290,-0.06399,0.56363,-0.10091,-0.44984,0.06066,
1403638527277829376,-0.09287,-0.61160,0.23081,0.04419,0.81990,-0.07765,0.56549,-0.05141,-0.31698,0.06695,
1403638527377829632,-0.09498,-0.63458,0.23668,0.05963,0.81472,-0.08632,0.57029,-0.00558,-0.12766,0.05100,
1403638527477829376,-0.09242,-0.63816,0.24012,0.06996,0.81105,-0.09067,0.57366,0.03913,0.07489,0.02615,
1403638527577829632,-0.08516,-0.62060,0.24103,0.07299,0.81032,-0.09184,0.57413,0.07973,0.27302,0.00383,
1403638527677829632,-0.07284,-0.58351,0.23964,0.07132,0.81081,-0.08828,0.57420,0.11485,0.42866,-0.01246,
1403638527777829376,-0.06020,-0.53661,0.23900,0.06592,0.81216,-0.08109,0.57400,0.14025,0.51804,0.00265,
1403638527877829632,-0.04791,-0.48435,0.24165,0.05201,0.81526,-0.07628,0.57168,0.12556,0.57139,0.04068,
1403638527977829376,-0.03274,-0.42791,0.24576,0.04193,0.81611,-0.07144,0.57194,0.11682,0.58025,0.05313,
1403638528077829632,-0.01600,-0.37091,0.24801,0.03526,0.81486,-0.06403,0.57503,0.11055,0.58012,0.01316,
1403638528177829632,0.00175,-0.31723,0.24633,0.02569,0.81529,-0.05520,0.57584,0.14431,0.52524,-0.02096,
1403638528277829376,0.03051,-0.26852,0.24336,0.01319,0.81685,-0.04459,0.57497,0.24285,0.43029,-0.03825,
1403638528377829632,0.06356,-0.23059,0.23735,0.00615,0.81654,-0.03655,0.57610,0.29187,0.30151,-0.04584,
1403638528477829376,0.09887,-0.20417,0.23223,0.00770,0.81576,-0.03318,0.57739,0.33084,0.20846,-0.03028,
1403638528577829632,0.13513,-0.18469,0.22902,0.00891,0.81764,-0.03745,0.57444,0.33928,0.14107,-0.01872,
1403638528677829632,0.16768,-0.17127,0.22811,0.00740,0.81884,-0.04479,0.57223,0.31082,0.08356,0.01662,
1403638528777829376,0.19532,-0.16173,0.23064,0.01216,0.81791,-0.04969,0.57306,0.19961,0.03994,0.05635,
1403638528877829632,0.20869,-0.15448,0.23693,0.00823,0.81685,-0.05705,0.57396,0.04154,0.02970,0.10194,
1403638528977829376,0.21381,-0.14048,0.24889,0.00123,0.81673,-0.06360,0.57350,-0.12352,0.05322,0.17077,
1403638529077829632,0.19520,-0.12972,0.26490,0.00228,0.81764,-0.06474,0.57208,-0.25670,0.10536,0.15065,
1403638529177829632,0.16717,-0.11226,0.27484,0.01890,0.81861,-0.05758,0.57114,-0.33254,0.16697,0.05773,
1403638529277829376,0.13188,-0.09296,0.27520,0.03030,0.82055,-0.05133,0.56846,-0.37431,0.19058,-0.03898,
1403638529377829632,0.10306,-0.05924,0.26376,0.03394,0.82594,-0.04670,0.56080,-0.35038,0.18370,-0.14403,
1403638529477829376,0.07069,-0.04462,0.24370,0.03246,0.83601,-0.04408,0.54598,-0.27664,0.15746,-0.21847,
1403638529577829632,0.04531,-0.03224,0.21850,0.03003,0.84621,-0.04112,0.53042,-0.20057,0.11721,-0.24208,
1403638529677829632,0.02853,-0.02384,0.19281,0.03126,0.85010,-0.03808,0.52431,-0.12288,0.10837,-0.22936,
1403638529777829376,0.01635,-0.01942,0.16965,0.03029,0.84653,-0.03713,0.53018,-0.05742,0.09080,-0.20830,
1403638529877829632,0.01249,-0.01428,0.15092,0.02865,0.84017,-0.03784,0.54025,-0.00780,0.06369,-0.16944,
1403638529977829376,0.01474,-0.01227,0.13713,0.02788,0.83758,-0.03766,0.54430,0.07515,0.01685,-0.11615,
1403638530077829632,0.02393,-0.01270,0.12519,0.02817,0.83898,-0.03795,0.54211,0.12776,-0.00314,-0.09855,
1403638530177829632,0.03592,-0.01348,0.11673,0.02888,0.84067,-0.04212,0.53913,0.16007,-0.01937,-0.09234,
1403638530277829376,0.04979,-0.01519,0.10718,0.03077,0.84023,-0.04791,0.53924,0.15973,-0.03414,-0.09723,
1403638530377829632,0.06180,-0.01847,0.09740,0.03301,0.83960,-0.05288,0.53962,0.14741,-0.04267,-0.08637,
1403638530477829376,0.06694,-0.01905,0.09104,0.03301,0.83937,-0.05658,0.53960,0.11575,-0.03648,-0.06183,
1403638530577829632,0.07473,-0.02299,0.08484,0.03186,0.83945,-0.05962,0.53922,0.07905,-0.04557,-0.05226,
1403638530677829632,0.07276,-0.02236,0.08064,0.03256,0.84245,-0.06149,0.53426,0.05397,-0.02463,-0.05550,
1403638530777829376,0.07851,-0.02427,0.07626,0.03218,0.84600,-0.06271,0.52851,0.05011,-0.01963,-0.05615,
1403638530877829632,0.07824,-0.02192,0.07160,0.02989,0.84670,-0.06181,0.52761,0.04049,-0.00826,-0.03499,
1403638530977829376,0.08530,-0.02184,0.07004,0.02822,0.84465,-0.06158,0.53101,0.03978,0.00331,-0.02541,
1403638531077829632,0.09658,-0.02072,0.07140,0.02857,0.84139,-0.06004,0.53632,0.02413,0.01693,0.00488,
1403638531177829632,0.10418,-0.01613,0.07261,0.02890,0.83932,-0.05780,0.53978,0.05138,0.01292,0.00039,
1403638531277829376,0.10958,-0.01275,0.07140,0.03126,0.83821,-0.05623,0.54154,0.03894,0.01918,0.00899,
1403638531377829632,0.11210,-0.01147,0.07168,0.03077,0.83697,-0.05621,0.54348,0.05344,-0.00360,0.00756,
1403638531477829376,0.10379,-0.01105,0.07225,0.03039,0.83591,-0.05625,0.54513,0.03142,-0.00157,-0.00315,
1403638531577829632,0.10551,-0.01093,0.07203,0.03060,0.83628,-0.05491,0.54468,0.03937,-0.00431,-0.00342,
1403638531677829632,0.10668,-0.01061,0.07188,0.02948,0.83644,-0.05527,0.54447,0.04475,-0.01050,-0.00042,
1403638531777829376,0.10822,-0.00960,0.07199,0.02942,0.83644,-0.05511,0.54448,0.04536,-0.00854,-0.00292,
1403638531877829632,0.10936,-0.00869,0.07209,0.02926,0.83653,-0.05481,0.54438,0.04604,-0.00608,-0.00474,
1403638531977829376,0.11041,-0.00811,0.07192,0.02915,0.83659,-0.05464,0.54431,0.04933,-0.00470,-0.00528,
1403638532077829632,0.11118,-0.00713,0.07155,0.02904,0.83664,-0.05435,0.54428,0.05384,-0.00723,-0.00358,
1403638532177829632,0.11209,-0.00651,0.07138,0.02872,0.83668,-0.05425,0.54425,0.05165,-0.00876,-0.00551,
1403638532277829376,0.11287,-0.00591,0.07147,0.02835,0.83671,-0.05427,0.54420,0.05654,-0.00957,-0.00255,
1403638532377829632,0.11350,-0.00558,0.07130,0.02802,0.83674,-0.05414,0.54419,0.05652,-0.01017,-0.00318,
1403638532477829376,0.11399,-0.00536,0.07091,0.02773,0.83677,-0.05408,0.54417,0.05721,-0.00930,-0.00369,
1403638532577829632,0.11377,-0.00457,0.07076,0.02754,0.83682,-0.05398,0.54411,0.05880,-0.00847,-0.00448,
1403638532677829632,0.11394,-0.00408,0.07115,0.02738,0.83686,-0.05385,0.54408,0.05891,-0.00807,-0.00527,
1403638532777829376,0.11400,-0.00413,0.07144,0.02728,0.83691,-0.05361,0.54403,0.06119,-0.00825,-0.00407,
1403638532877829632,0.11383,-0.00369,0.07172,0.02716,0.83694,-0.05351,0.54399,0.05981,-0.00924,-0.00480,
1403638532977829376,0.11356,-0.00355,0.07199,0.02695,0.83696,-0.05339,0.54399,0.06160,-0.01143,-0.00335,
1403638533077829632,0.11310,-0.00341,0.07199,0.02678,0.83699,-0.05331,0.54395,0.06141,-0.01091,-0.00302,
1403638533177829632,0.11248,-0.00267,0.07190,0.02661,0.83700,-0.05327,0.54396,0.06196,-0.01167,-0.00382,
1403638533277829376,0.11167,-0.00180,0.07147,0.02645,0.83701,-0.05321,0.54395,0.06372,-0.01187,-0.00219,
1403638533377829632,0.11103,-0.00124,0.07152,0.02638,0.83704,-0.05309,0.54393,0.06240,-0.01104,-0.00304,
1403638533477829376,0.11046,-0.00123,0.07206,0.02623,0.83707,-0.05302,0.54390,0.06440,-0.01334,-0.00170,
1403638533577829632,0.10952,-0.00103,0.07207,0.02607,0.83709,-0.05298,0.54387,0.06375,-0.01616,-0.00195,
1403638533677829632,0.10870,-0.00056,0.07189,0.02591,0.83709,-0.05298,0.54387,0.06176,-0.01542,-0.00193,
1403638533777829376,0.10801,0.00052,0.07161,0.02583,0.83710,-0.05296,0.54387,0.06441,-0.01498,-0.00141,
1403638533877829632,0.10723,-0.00006,0.07171,0.02547,0.83716,-0.05262,0.54383,0.06123,-0.02259,-0.00349,
1403638533977829376,0.10646,-0.00117,0.07252,0.02551,0.83717,-0.05279,0.54379,0.05946,-0.02457,-0.00461,
1403638534077829632,0.10615,0.00192,0.07227,0.02583,0.83712,-0.05321,0.54381,0.06020,-0.01870,-0.00223,
1403638534177829632,0.10417,0.00367,0.07122,0.02543,0.83713,-0.05301,0.54383,0.05682,-0.01634,-0.00042,
1403638534277829376,0.10264,0.00250,0.07164,0.02511,0.83722,-0.05282,0.54373,0.05406,-0.02003,-0.00012,
1403638534377829632,0.10135,0.00241,0.07137,0.02509,0.83720,-0.05281,0.54376,0.04873,-0.02024,-0.00168,
1403638534477829376,0.10076,0.00261,0.07154,0.02518,0.83723,-0.05306,0.54369,0.04766,-0.02512,-0.00358,
1403638534577829632,0.10001,0.00260,0.07346,0.02497,0.83731,-0.05273,0.54361,0.04903,-0.02215,-0.00438,
1403638534677829632,0.09978,0.00083,0.07503,0.02466,0.83736,-0.05249,0.54357,0.04893,-0.02384,-0.00526,
1403638534777829376,0.09944,-0.00136,0.07558,0.02468,0.83737,-0.05234,0.54357,0.05007,-0.02741,-0.00380,
1403638534877829632,0.09808,-0.00062,0.07523,0.02492,0.83733,-0.05253,0.54359,0.04663,-0.03367,-0.00611,
1403638534977829376,0.09650,0.00136,0.07480,0.02497,0.83736,-0.05261,0.54354,0.04534,-0.02727,-0.00646,
1403638535077829632,0.09559,0.00137,0.07542,0.02483,0.83741,-0.05260,0.54347,0.04327,-0.02674,-0.00562,
1403638535177829632,0.09450,0.00082,0.07563,0.02472,0.83739,-0.05261,0.54350,0.04269,-0.02486,-0.00573,
1403638535277829376,0.09328,0.00039,0.07454,0.02461,0.83738,-0.05258,0.54353,0.04138,-0.02687,-0.00664,
1403638535377829632,0.09282,0.00009,0.07425,0.02458,0.83739,-0.05256,0.54352,0.04148,-0.02760,-0.00605,
1403638535477829376,0.09168,0.00111,0.07484,0.02464,0.83742,-0.05260,0.54347,0.04328,-0.02819,-0.00403,
1403638535577829632,0.09067,0.00198,0.07605,0.02461,0.83745,-0.05257,0.54342,0.04303,-0.02767,-0.00397,
1403638535677829632,0.09006,0.00256,0.07694,0.02456,0.83746,-0.05263,0.54340,0.04279,-0.02902,-0.00415,
1403638535777829376,0.08862,0.00358,0.07621,0.02460,0.83744,-0.05266,0.54343,0.04189,-0.02828,-0.00389,
1403638535877829632,0.08728,0.00395,0.07566,0.02451,0.83745,-0.05262,0.54343,0.03967,-0.02995,-0.00536,
1403638535977829376,0.08606,0.00457,0.07604,0.02444,0.83749,-0.05267,0.54336,0.04161,-0.03254,-0.00401,
1403638536077829632,0.08436,0.00628,0.07632,0.02443,0.83745,-0.05281,0.54340,0.03922,-0.03434,-0.00555,
1403638536177829632,0.08269,0.00768,0.07649,0.02444,0.83745,-0.05289,0.54340,0.03704,-0.03405,-0.00383,
1403638536277829376,0.08163,0.00776,0.07653,0.02447,0.83747,-0.05287,0.54337,0.04196,-0.03511,-0.00232,
1403638536377829632,0.08138,0.00744,0.07647,0.02448,0.83746,-0.05290,0.54338,0.04118,-0.03676,-0.00309,
1403638536477829376,0.08079,0.00758,0.07632,0.02448,0.83746,-0.05291,0.54339,0.04120,-0.03829,-0.00163,
1403638536577829632,0.07964,0.00811,0.07633,0.02440,0.83747,-0.05295,0.54336,0.03981,-0.03945,-0.00270,
1403638536677829632,0.07873,0.00873,0.07652,0.02441,0.83747,-0.05297,0.54336,0.04083,-0.04044,-0.00218,
1403638536777829376,0.07763,0.00981,0.07590,0.02448,0.83743,-0.05307,0.54341,0.03891,-0.04176,-0.00348,
1403638536877829632,0.07668,0.01140,0.07471,0.02444,0.83738,-0.05321,0.54348,0.03840,-0.04012,-0.00078,
1403638536977829376,0.07549,0.01242,0.07440,0.02438,0.83739,-0.05333,0.54345,0.03684,-0.04340,-0.00273,
1403638537077829632,0.07485,0.01246,0.07479,0.02439,0.83739,-0.05328,0.54345,0.03566,-0.04787,-0.00624,
1403638537177829632,0.07509,0.01260,0.07484,0.02451,0.83737,-0.05330,0.54348,0.03726,-0.04913,-0.00474,
1403638537277829376,0.07501,0.01342,0.07550,0.02465,0.83741,-0.05330,0.54341,0.03902,-0.05193,-0.00286,
1403638537377829632,0.07501,0.01386,0.07593,0.02466,0.83741,-0.05332,0.54341,0.04101,-0.05145,-0.00366,
1403638537477829376,0.07486,0.01379,0.07573,0.02462,0.83741,-0.05335,0.54341,0.04164,-0.05318,-0.00556,
1403638537577829632,0.07457,0.01324,0.07592,0.02463,0.83742,-0.05328,0.54339,0.03507,-0.05268,-0.00815,
